person_identifier,rural_urban,survey_weight,smoke,age,race,gender,highest_education,educ_highest_school_grade,educ_current_level
307264,Traditional,767.2493,No,50,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
307269,Traditional,767.2493,No,75,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
403789,Traditional,767.2493,No,18,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Diploma not requiring Grade 12/Std. 10
403790,Traditional,767.2493,No,18,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,Grade 10/Std. 8/Form 3
733205,Traditional,767.2493,No,40,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
734069,Traditional,767.2493,No,36,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
302083,Urban,213.0958,No,95,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
704581,Urban,213.0958,Yes,23,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
732100,Urban,213.0958,No,62,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
732795,Urban,213.0958,Yes,40,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
734568,Urban,213.0958,No,26,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
317599,Urban,1801.984,No,37,Coloured,Female,Honours Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
322827,Urban,1801.984,No,68,Coloured,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
323934,Urban,514.362,Yes,26,Coloured,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
323948,Urban,514.362,No,59,Coloured,Female,No Schooling,No schooling,
401917,Urban,514.362,No,23,Coloured,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
582987,Urban,514.362,No,76,Coloured,Male,Grade 3 (Std. 1),Grade 3/Std. 1,
306202,Urban,1892.62,No,49,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
306225,Urban,1892.62,No,45,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
402801,Urban,1892.62,No,21,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Bachelors Degree
402803,Urban,1892.62,No,23,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
303286,Traditional,1960.609,No,33,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
732749,Traditional,1960.609,Yes,31,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
319628,Farms,1442.061,No,65,White,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
319646,Farms,1442.061,No,64,White,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
319650,Farms,1442.061,No,34,White,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
303086,Traditional,3853.962,No,47,African,Male,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
303088,Traditional,3853.962,No,36,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
403285,Traditional,3853.962,No,19,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Bachelors Degree
748107,Traditional,3853.962,No,21,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Bachelors Degree
307211,Traditional,829.5632,No,38,African,Male,Grade 1 (Previously Sub A/Class 1),Grade 1/Sub A/Class 1,
707366,Traditional,829.5632,No,31,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
735127,Traditional,829.5632,No,30,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
303003,Traditional,869.3193,No,64,African,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
303035,Traditional,869.3193,Yes,25,African,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
312029,Traditional,464.9342,No,75,African,Female,No Schooling,No schooling,
312359,Traditional,464.9342,No,45,African,Female,Grade 5 (Std. 3),Grade 5/Std. 3,
306555,Traditional,1917.713,No,33,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
307702,Urban,2021.598,No,29,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
321065,Urban,1683.548,No,58,Coloured,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
320950,Traditional,739.2188,No,54,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
303307,Urban,4884.918,No,25,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
303308,Urban,4884.918,No,28,African,Female,Diploma not requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,
321175,Urban,2721.093,No,43,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
747915,Urban,2721.093,No,38,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
313017,Traditional,660.7921,No,26,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
744723,Traditional,660.7921,No,48,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
642094,Urban,1113.703,No,33,Coloured,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
308525,Traditional,774.7332,No,60,African,Female,Grade 3 (Std. 1),Grade 3/Std. 1,
308535,Traditional,774.7332,Yes,61,African,Male,Grade 6 (Std. 4),Grade 6/Std. 4,
309003,Traditional,774.7332,Yes,24,African,Male,Certificate not requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
403322,Urban,3284.166,No,22,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Diploma requiring Grade 12/Std. 10
381464,Urban,4358.524,No,52,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
306006,Urban,2331.556,No,25,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
305062,Traditional,1042.748,Yes,50,African,Male,Grade 6 (Std. 4),Grade 6/Std. 4,
305065,Traditional,1042.748,No,47,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
324189,Urban,6724.262,Yes,29,Coloured,Female,Grade 8 (Std. 6/Form 1),Grade 9/Std. 7/Form 2,
746921,Urban,6724.262,Yes,32,Coloured,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
581026,Traditional,4745.045,No,35,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
720070,Traditional,4745.045,Yes,36,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
323044,Urban,317.2329,No,45,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
734351,Urban,317.2329,No,52,African,Male,Certificate not requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,
310919,Traditional,1102.645,No,45,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
310920,Traditional,1102.645,No,44,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
302260,Urban,12778.51,No,39,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
302262,Urban,12778.51,No,29,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
616456,Urban,867.883,No,68,Asian/Indian,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
663824,Urban,867.883,No,42,Asian/Indian,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
664849,Urban,867.883,Yes,52,Asian/Indian,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
405652,Traditional,1037.747,No,18,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
743019,Traditional,1037.747,No,41,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
702288,Traditional,306.6403,No,50,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
315381,Urban,1217.911,No,40,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
381020,Urban,8761.52,No,41,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
774567,Traditional,129.4307,No,60,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
753402,Urban,687.0742,No,38,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
731579,Urban,170.0677,No,42,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
308727,Traditional,273.8819,No,77,African,Male,Grade 1 (Previously Sub A/Class 1),Grade 1/Sub A/Class 1,
690041,Urban,1166.911,No,25,Asian/Indian,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
409331,Urban,7628.007,No,21,African,Male,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
317519,Traditional,830.7301,No,56,African,Female,Grade 5 (Std. 3),Grade 5/Std. 3,
317527,Traditional,830.7301,Yes,24,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
317528,Traditional,830.7301,No,31,African,Female,Grade 10 (Std. 8/Form 3),Grade 9/Std. 7/Form 2,
322423,Urban,3232.167,No,81,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
322425,Urban,3232.167,No,53,African,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
391077,Urban,3232.167,No,34,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,
707629,Urban,3232.167,No,69,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
728991,Urban,3232.167,Yes,37,African,Male,Certificate not requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,
751276,Urban,3232.167,Yes,54,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
306626,Farms,1208.808,No,36,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
306629,Farms,1208.808,No,24,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
740095,Farms,1208.808,Yes,27,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
314781,Farms,293.9977,No,26,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
744426,Farms,293.9977,No,50,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
753026,Farms,293.9977,No,19,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
412213,Urban,212.9901,No,23,Coloured,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
315120,Traditional,659.6183,No,69,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
581814,Traditional,659.6183,No,38,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
722952,Traditional,659.6183,No,34,African,Female,Others (Specify),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
403310,Urban,1495.688,Yes,23,African,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Certificate requiring Grade 12/Std. 10
734232,Urban,1495.688,Yes,30,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 10/Std. 8/Form 3,
765656,Urban,1495.688,No,36,African,Male,Certificate not requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
323522,Urban,161.9145,Yes,36,Coloured,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
323523,Urban,161.9145,Yes,42,Coloured,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
302522,Farms,1763.045,Yes,33,African,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
715318,Farms,1763.045,No,31,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
797469,Urban,235.8383,No,33,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
700987,Urban,1334.916,No,72,African,Male,Grade 6 (Std. 4),Grade 6/Std. 4,
714825,Urban,1334.916,No,22,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
733807,Urban,1334.916,No,54,African,Female,Grade 3 (Std. 1),Grade 3/Std. 1,
767200,Urban,1334.916,No,36,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
591714,Urban,5742.178,No,39,African,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
316834,Traditional,234.2064,No,88,African,Female,No Schooling,No schooling,
316836,Traditional,234.2064,No,27,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
316837,Traditional,234.2064,No,24,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
408418,Traditional,234.2064,No,18,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,Grade 10/Std. 8/Form 3
408433,Traditional,234.2064,No,21,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
722841,Traditional,234.2064,Yes,54,African,Male,Grade 2 (Previously Sub B/Class 2),Grade 2/Sub B/Class 2,
722842,Traditional,234.2064,Yes,68,African,Male,Grade 6 (Std. 4),Grade 6/Std. 4,
722843,Traditional,234.2064,No,63,African,Female,Grade 4 (Std. 2),Grade 4/Std. 2,
722844,Traditional,234.2064,No,21,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
736653,Traditional,234.2064,Yes,49,African,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
799705,Traditional,234.2064,No,18,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,Grade 10/Std. 8/Form 3
321422,Urban,450.8067,No,71,Coloured,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
404845,Urban,96.22138,No,21,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
714485,Urban,96.22138,No,21,African,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
788926,Urban,96.22138,No,59,African,Female,Grade 2 (Previously Sub B/Class 2),Grade 2/Sub B/Class 2,
319404,Traditional,361.4992,No,29,African,Female,Grade 5 (Std. 3),Grade 5/Std. 3,
721399,Traditional,361.4992,Yes,33,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
391306,Urban,2899.708,No,31,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
321805,Traditional,2096.573,No,60,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
410381,Traditional,2096.573,Yes,23,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
391180,Urban,687.323,No,36,African,Female,Grade 11 (Std. 9/Form 4),Grade 10/Std. 8/Form 3,
406223,Urban,687.323,No,19,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
728852,Urban,687.323,No,42,African,Male,Certificate not requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,
697760,Urban,975.9642,Yes,63,White,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
322016,Urban,2747.2,No,59,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
317219,Traditional,296.324,No,57,African,Female,No Schooling,No schooling,
582632,Traditional,296.324,No,74,African,Female,No Schooling,No schooling,
307013,Urban,436.4209,No,48,White,Male,"Higher Degree (Masters, Doctorate)",Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
684254,Urban,1589.451,Yes,42,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
686044,Urban,1589.451,Yes,39,White,Male,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
321540,Urban,34.85335,No,34,Coloured,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
737860,Urban,34.85335,Yes,30,Coloured,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
304874,Farms,714.7576,No,56,African,Female,Grade 4 (Std. 2),Grade 4/Std. 2,
402361,Farms,714.7576,No,23,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
322531,Urban,805.5012,Yes,41,Coloured,Male,Grade 7 (Std. 5),Grade 9/Std. 7/Form 2,
322574,Urban,805.5012,Yes,49,Coloured,Female,Grade 3 (Std. 1),No schooling,
403262,Urban,805.5012,Yes,20,Coloured,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
310296,Traditional,2660.669,No,27,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
310298,Traditional,2660.669,No,28,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
306379,Urban,775.5145,No,25,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
727941,Urban,775.5145,No,30,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
785622,Traditional,88.15976,No,23,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
408351,Urban,127.9904,No,22,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
750407,Urban,127.9904,No,27,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
761117,Urban,127.9904,No,44,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
312375,Traditional,410.2975,Yes,24,African,Male,Grade 9 (Std. 7/Form 2),Grade 10/Std. 8/Form 3,
717301,Traditional,410.2975,Yes,40,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
720978,Traditional,410.2975,No,34,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
758434,Traditional,410.2975,No,18,African,Male,Grade 7 (Std. 5),Grade 7/Std. 5,Grade 8/Std. 6/Form 1
675517,Urban,932.0746,No,36,White,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
682699,Urban,932.0746,Yes,36,White,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
314402,Urban,714.1292,No,61,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
314403,Urban,714.1292,No,31,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
409293,Urban,714.1292,Yes,20,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
304134,Urban,4392.456,No,28,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
310988,Traditional,1032.361,No,30,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
409875,Urban,1319.173,No,18,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
314761,Urban,821.9272,No,25,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
309665,Urban,1104.122,Yes,33,African,Female,No Schooling,No schooling,
310076,Urban,8360.818,No,40,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
406438,Urban,719.6535,No,23,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
322527,Urban,721.011,Yes,30,Coloured,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
323600,Urban,721.011,Yes,61,Coloured,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
308154,Traditional,366.942,No,26,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
724302,Traditional,366.942,No,51,African,Female,No Schooling,No schooling,
616614,Urban,585.0362,No,61,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
316551,Urban,1461.623,No,27,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
308314,Urban,6707.442,No,37,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
410635,Urban,552.5356,No,21,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Diploma requiring Grade 12/Std. 10
738239,Urban,552.5356,Yes,58,African,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
319369,Traditional,1199.628,No,31,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
381566,Urban,1275.567,Yes,59,White,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
315113,Traditional,713.6807,No,46,African,Female,No Schooling,No schooling,
315114,Traditional,713.6807,Yes,58,African,Male,Grade 5 (Std. 3),Grade 5/Std. 3,
583134,Traditional,713.6807,No,28,African,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
301209,Traditional,5274.143,No,39,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
308762,Traditional,642.7491,No,73,African,Female,No Schooling,No schooling,
